product_id,gender,category,article_type,base_colour,occasion,available_sizes,pattern,sleeve_type,neck_type,material,style,description,price,image_path
P1109,Women,Western,Cardigan,Red,Casual,"XS, S, M, L, XL, XXL",Solid,Full,V-neck,Wool/Acrylic Blend,Classic button-front knit cardigan,Classic red women's cardigan in fine knit with V-neckline and front button closure,3810,Images/P1109.jpg
P1110,Women,Ethnic,Lehenga Choli,Black,Party and Wedding,"S, M, L, XL",Embroidered,Short,Round,Cotton/Art Silk,Traditional embroidered lehenga with dupatta,"Stunning black lehenga choli set with colorful traditional embroidery in pink, orange, yellow, and white",1600,Images/P1110.jpg
P1111,Women,Western,Sweatshirt,Navy Blue,Casual,"XS, S, M, L, XL",Solid,Full with puffed shoulders,Round,Cotton/Cotton Blend,Puffed shoulder sweatshirt with matching joggers,Navy blue sweatshirt with distinctive puffed gathered shoulders and matching navy jogger pants,780,Images/P1111.jpg
P1112,Women,Western,Track Jacket,Red,Casual,"XS, S, M, L, XL/XXL",Solid with Graphic Detail,Full,Stand Collar,Polyester Fleece,Full-zip athletic track jacket with branded details,Red Puma track jacket with iconic Puma cat logo and bold geometric graphic print on left sleeve,1250,Images/P1112.jpg
P1113,Women,Ethnic,Kurta Set,Light Green,Party and Wedding,"S, M, L, XL, XXL",Floral Printed,Three-quarter,Round with V-notch,Cotton,Printed floral kurta with dupatta and palazzo,Refreshing light green kurta set with beautiful floral print and golden border detail dupatta,5830,Images/P1113.jpg
P1114,Women,Bottoms,Mini Skirt,Olive Green,Party,Not visible/XXXL,Solid,N/A,N/A,PU/Patent Leather,High-waisted glossy mini skirt with front zipper and silver ring-pull detail,Olive green patent leather mini skirt with prominent front zipper closure and glossy wet-look finish,2170,Images/P1114.jpg
P1115,Women,Bottoms,Midi Skirt,Red,Casual,Not visible,Floral,N/A,N/A,Viscose/Rayon,A-line midi skirt with all-over red floral print and high side slit,Red floral print midi skirt in A-line silhouette with dense red flower motifs and side slit,940,Images/P1115.jpg
P1116,Women,Bottoms,Palazzo Pants,Navy Blue,Casual,Not visible/XXXXL,Striped,N/A,N/A,Cotton/Linen Blend,Wide-leg palazzo pants with vertical white stripes and matching self-tie waist belt,Navy blue and white vertically striped palazzo pants with self-tie fabric belt,920,Images/P1116.jpg
P1117,Women,Bottoms,Cropped Jeans,Ice Blue,Casual,Not visible/XXXL,Solid,N/A,N/A,Cotton Denim,Light-wash cropped straight-leg jeans with classic five-pocket design,Ice blue light-wash cropped jeans in straight-leg silhouette with button-and-zip fly,3010,Images/P1117.jpg
P1118,Women,Tops,Sweatshirt,Pink,Casual,Not visible/XXXL,Solid,Full Sleeves,V-Neck with Hood,Cotton Fleece/Jersey,Oversized cropped V-neck hoodie sweatshirt with dropped shoulders,Light pink V-neck cropped hoodie sweatshirt with oversized relaxed fit and dropped shoulders,1520,Images/P1118.jpg
P1119,Women,Ethnic,Palazzo Set with Dupatta,Red,Party,Not visible,Printed,N/A,N/A,Cotton Blend,Printed kurta with matching palazzo pants and solid red dupatta,Women's red printed ethnic palazzo set with traditional teardrop/paisley print and metallic embellishments,880,Images/P1119.jpg
P1120,Unisex,Tops,Sweatshirt,Olive Green,Casual/Sports,Not visible,Solid with Logo,Full Sleeves,Round Neck (Crew),Cotton/Fleece Blend,Oversized crew neck sweatshirt with bold PUMA wordmark logo,Olive green PUMA crew neck sweatshirt with large black block letters and oversized fit,1600,Images/P1120.jpg
P1121,Women,Bottoms,Cargo Jeans,Dark Blue,Casual,Not visible,Solid,N/A,N/A,Cotton Denim,"Relaxed-fit denim cargo pants with elastic drawstring waist, side cargo pockets",Dark wash denim cargo pants with elasticated drawstring waist and large flap cargo pockets,2170,Images/P1121.jpg
P1122,Women,Ethnic,Dupatta/Stole,Red,Party,Free Size,Solid with Border,N/A,N/A,Silk/Art Silk,Sheer red silk dupatta with rich gold zari border,Red silk dupatta with lustrous gold zari border and subtle self-striped texture,1420,Images/P1122.jpg
P1123,Women,Ethnic,Lehenga Choli Set,Pink,Party and Wedding,Not visible,Solid with Pearl Embellishment,Full Sheer Sleeve,Off-Shoulder/Boat Neck,Net/Tulle with Organza,Modern ruffled lehenga set with pearl-studded net layers,Baby pink lehenga choli set with off-shoulder blouse featuring pearl bead embellishments,2880,Images/P1123.jpg
P1124,Women,Ethnic,Kurta with Palazzo Set,Navy Blue,Party and Wedding,Not visible,Gold Foil Print,3/4 Sleeve,Round Neck,Rayon,Asymmetrical hem kurta with printed palazzo pants,Navy blue asymmetrical hem kurta with gold foil floral print and V-shaped handkerchief hemline,790,Images/P1124.jpg
P1125,Women,Bottoms,Trousers,Yellow,Casual/Semi-Formal,Not visible,Striped,N/A,N/A,Cotton/Viscose Blend,Paperbag-waist tie-up trousers with vertical stripes,Pale yellow paperbag-waist trousers with thin white vertical pinstripes and self-fabric tie belt,1510,Images/P1125.jpg
P1126,Women,Tops,Cold Shoulder Top,Maroon,Casual,Not visible,Abstract/Lace Print,3/4 Cold Shoulder,Mandarin/Band Collar,Rayon/Viscose,Printed cold shoulder tunic with button-front and cutout shoulders,Maroon and light pink printed cold shoulder top with bold abstract pattern and front button closures,2370,Images/P1126.jpg
P1127,Women,Western Wear,Shrug,Navy Blue,Casual,"S, M, L, XL",Solid,Full Sleeves,V-Neck,Cotton Blend,Open-Front Long,Navy blue longline open-front shrug with full sleeves.,1460,Images/P1127.jpg
P1128,Women,Western Wear,Top,White,Casual,"S, M, L, XL, XXL",Striped,3/4th Sleeves,Round Neck,Cotton,Boho Tunic,White cotton tunic top with thin vertical red and grey stripes.,7400,Images/P1128.jpg
P1129,Women,Western Wear,Jeans,Blue,Casual,"26, 28, 30, 32, 34/XXXXL",Solid,NA,NA,Denim,Slim Fit Ankle,"Blue denim slim-fit ankle-length jeans, mid-rise waist.",4510,Images/P1129.jpg
P1130,Women,Ethnic Wear,Kurta Set,White,Party and Wedding,"S, M, L, XL/XXXL",Embroidered,3/4th Sleeves,Round Neck,Cotton,Embroidered,White cotton kurta set with gold threadwork and chikankari embroidery.,780,Images/P1130.jpg
P1131,Women,Ethnic Wear,Kurta Set,Orange,Party and Wedding,"S, M, L, XL/XXXXL",Printed,3/4th Sleeves,Keyhole Neck,Art Silk,Brocade,"Orange art silk kurta with gold zari brocade motifs, keyhole neckline.",1110,Images/P1131.jpg
P1132,Women,Ethnic Wear,Kurta Set,Orange,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Three-quarter sleeves,Round neck,Silk Blend,Traditional,"Orange silk blend kurta with pink embroidery, magenta palazzos.",4620,Images/P1132.jpg
P1133,Women,Western Wear,Palazzo Pants,Blue,Casual,"S, M, L, XL",Tie-Dye,N/A,N/A,Crinkle Crepe,Contemporary,"Blue tie-dye palazzo pants with elastic waistband, wide leg.",5250,Images/P1133.jpg
P1134,Women,Ethnic Wear,Kurta Set,Pink,Party and Wedding,"S, M, L, XL, XXL",Brocade,Half sleeves,Round neck,Art Silk,Traditional,"Pink brocade kurta with gold polka dots, navy palazzos and dupatta.",6690,Images/P1134.jpg
P1135,Women,Western Wear,Jeans,Blue,Casual,"26, 28, 30, 32, 34",Solid,N/A,N/A,Denim,Contemporary,Dark blue denim wide-leg jeans with front patch pockets.,2630,Images/P1135.jpg
P1136,Women,Ethnic Wear,Kurta,White,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Three-quarter sleeves,V-neck,Cotton,Traditional,"White cotton kurta with chikankari embroidery, grey and black net dupatta.",4720,Images/P1136.jpg
P1138,Women,Western Wear,Jumpsuit,Olive Green,Casual,"XS, S, M, L, XL/XXXXL",Solid,Cap Sleeves,Notched Collar,Crepe,Contemporary,"Olive green jumpsuit with notched collar, tie-up waist, wide leg.",1000,Images/P1138.jpg
P1139,Women,Ethnic Wear,Kurta Set,Beige,Party and Wedding,"S, M, L, XL, XXL",Floral Print,Three-Quarter Sleeves,Round Neck,Cotton,Ethnic,"Beige cotton kurta set with floral print, palazzos and dupatta.",670,Images/P1139.jpg
P1140,Women,Ethnic Wear,Saree,Orange,Party and Wedding,Free Size/XXXXL,Floral Print,Short Sleeves,V-Neck,Georgette,Contemporary,Orange and yellow ombre floral print georgette saree.,2480,Images/P1140.jpg
P1141,Women,Bottomwear,Skirt,Rust Orange,Casual,"XS, S, M, L, XL/XXXXL",Floral Print,N/A,N/A,Cotton,Bohemian,"Rust orange A-line midi skirt with daisy floral print, button-down.",1130,Images/P1141.jpg
P1142,Women,Ethnic Wear,Saree,Dark Green,Party and Wedding,Free Size,Buttis,Elbow Sleeve,Round,Silk,Traditional,"Dark green silk saree with red and gold zari border, butta motifs.",1190,Images/P1142.jpg
P1143,Women,Ethnic Wear,Saree,Pink,Party and Wedding,Free Size/XXXXL,Floral,Elbow Sleeve,Round,Silk,Banarasi,Rani pink Banarasi silk saree with gold zari floral motifs.,2680,Images/P1143.jpg
P1144,Women,Western Wear,Skirt,White,Casual,"S, M, L, XL/XXL",Floral,NA,NA,Rayon,A-Line,White midi A-line skirt with red and pink rose floral print.,2680,Images/P1144.jpg
P1146,Women,Western Wear,Jumpsuit,Black,Party,"S, M, L, XL",Solid,Sleeveless,Keyhole Neck,Crepe,Contemporary,Black sleeveless crepe jumpsuit with keyhole neckline.,3460,Images/P1146.jpg
P1147,Women,Bottomwear,Jeans,Black,Casual,"XS, S, M, L, XL/XXXL",Solid,Sleeveless,N/A,Cotton Denim,High-Waisted Straight,"Black high-waisted straight-fit jeans, cropped ankle.",4750,Images/P1147.jpg
P1150,Women,Ethnic Wear,Kurta Set,Maroon,Party and Wedding,"XS, S, M, L, XL/XXXL",Solid,Full Sleeve,V-Neck,Cotton Silk,A-Line,"Maroon cotton silk A-line kurta with puffed sleeves, matching palazzos.",2460,Images/P1150.jpg
P1151,Women,Western Wear,Jumpsuit,Olive Green,Casual,"XS, S, M, L, XL",Plaid,Sleeveless,Halter Neck,Cotton,Smocked Bodice,"Olive green halter-neck jumpsuit with smocked bodice, plaid print.",1390,Images/P1151.jpg
P1152,Women,Suit,Co-ord Set,Maroon,Formal,"S, M, L, XL",Solid,Three-Four Sleeves,Collar,Polyester Crepe,Contemporary,Maroon co-ord set with button-down shirt and straight trousers.,2160,Images/P1152.jpg
P1153,Women,Top,Tunic,Yellow,Casual,"S, M, L, XL, XXL",Floral Print,Three-Four Sleeves,Round,Crepe,Casual Chic,"Bright yellow tunic with pink and peach floral print, bell sleeves.",1480,Images/P1153.jpg
P1154,Women,Bottom,Palazzo Pants,Blue,Casual,"S, M, L, XL",Striped,NA,NA,Cotton Blend,Streetwear,Navy blue wide-leg palazzos with thin vertical white stripes.,1430,Images/P1154.jpg
P1155,Women,Suit,Kurta Set,Grey,Party and Wedding,"S, M, L, XL, XXL",Printed,Three-Four Sleeves,Round with Keyhole,Art Silk,Ethnic,"Grey striped kurta with floral motifs, red salwar, matching dupatta.",5080,Images/P1155.jpg
P1156,Women,Suit,Kurta Set,Mint Green,Party and Wedding,"S, M, L, XL/XXXL",Embroidered,Three-Four Sleeves,Round,Chanderi Silk,Traditional Elegant,"Mint green chanderi silk kurta set with floral embroidery, zari dupatta.",1340,Images/P1156.jpg
P1157,Women,Ethnic Wear,Kurta Set,Steel Blue,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Three-Quarter Sleeves,Notched Neck,Cotton Blend,Traditional,"Steel blue embroidered kurta set with gold floral motifs, palazzos.",6980,Images/P1157.jpg
P1158,Women,Ethnic Wear,Kurta Set,Grey,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Three-Quarter Sleeves,V-Notch Neck,Art Silk,Contemporary Ethnic,"Charcoal grey art silk kurta with gold embroidered yoke, palazzos.",1380,Images/P1158.jpg
P1159,Women,Ethnic Wear,Kurta Set with Dupatta,White,Party and Wedding,"S, M, L, XL, XXL",Solid,Short Sleeves,Mandarin Collar,Cotton,Traditional,"White cotton angrakha-style kurta, white churidar, peach dupatta.",1010,Images/P1159.jpg
P1160,Women,Ethnic Wear,Kurta Set,Yellow,Party and Wedding,"S, M, L, XL, XXL",Printed,Bell Sleeves,V-Neck,Cotton,Contemporary Ethnic,"Bright yellow cotton kurta with white floral print, dhoti palazzos.",4260,Images/P1160.jpg
P1161,Women,Western Wear,Shorts,Beige,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Cotton,Casual,"High-waisted beige cotton shorts with front pleats, button closure.",3180,Images/P1161.jpg
P1162,Women,Ethnic Wear,Lehenga Choli,Light Green,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Short Sleeve,Round Neck,Silk and Net,Traditional,Light green silk lehenga choli with gold zari embroidery.,1140,Images/P1162.jpg
P1163,Women,Western Wear,Hoodie,Black,Casual,"XS, S, M, L, XL",Solid,Full Sleeve,Hooded,Cotton Blend,Athleisure,Black full-zip hoodie with kangaroo pockets.,4830,Images/P1163.jpg
P1164,Women,Ethnic Wear,Saree,Black and Red,Party and Wedding,Free Size,Floral Printed,Sleeveless,N/A,Art Silk,Traditional,Black and red art silk saree with floral print.,2450,Images/P1164.jpg
P1165,Women,Ethnic Wear,Kurta Set,Mustard Yellow,Party and Wedding,"S, M, L, XL, XXL",Solid with Mirror Work,Three-Quarter Sleeve,Keyhole Neck,Cotton,Indo-Western,Mustard yellow kurta with mirror work.,500,Images/P1165.jpg
P1166,Women,Ethnic Wear,Kurta with Palazzo,White,Party and Wedding,"S, M, L, XL, XXL",Floral Printed,Three-Quarter Sleeve,Round Neck with Keyhole,Cotton,Contemporary Ethnic,White cotton kurta with floral print.,850,Images/P1166.jpg
P1167,Women,Ethnic Wear,Kurta Set,Sea Green,Party and Wedding,"S, M, L, XL, XXL",Floral Embroidered,Three-Quarter,Round Neck,Cotton Blend,Traditional,Sea green kurta with embroidered dupatta.,1550,Images/P1167.jpg
P1168,Women,Bottomwear,Casual Pants,Pink,Casual,"XS, S, M, L, XL/XXXXL",Striped,NA,NA,Cotton,Casual,Pink and yellow striped casual pants.,4780,Images/P1168.jpg
P1169,Women,Western Wear,Dress,Black,Party,"XS, S, M, L, XL",Polka Dot,Short Sleeve,Round Neck,Velvet and Tulle,Party Wear,Black velvet dress with gold polka dots.,1090,Images/P1169.jpg
P1171,Women,Western Wear,Pencil Skirt,Olive Green,Formal,"XS, S, M, L, XL/XXXL",Solid,NA,NA,Cotton Blend,Formal,Olive green pencil skirt.,4450,Images/P1171.jpg
P1172,Women,Ethnic Wear,Kurta,Pink,Party and Wedding,"S, M, L, XL, XXL",Geometric Ikat,Three-Quarter Sleeves,Round Neck,Cotton,Straight Fit,Pink kurta with geometric ikat print.,2040,Images/P1172.jpg
P1173,Women,Ethnic Wear,Kurta Set with Dupatta,Black,Party and Wedding,"S, M, L, XL, XXL",Floral Tree Print,Three-Quarter Sleeves,Round Neck,Art Silk,A-Line,Black kurta with red tree motifs.,1620,Images/P1173.jpg
P1174,Women,Western Wear,Co-ord Set,Orange,Casual,"XS, S, M, L, XL/XXXXL",Striped,Puff Sleeves,Off-Shoulder,Cotton Blend,High-Low Skirt Set,Orange striped off-shoulder crop top.,4900,Images/P1174.jpg
P1175,Women,Western Wear,Top,Black,Party,"XS, S, M, L, XL/XXXXL",Chevron Sequin,Sleeveless,Round Neck,Chiffon,Tiered Ruffle,Black chiffon top with sequin chevron.,3250,Images/P1175.jpg
P1176,Women,Ethnic Wear,Kurta Set with Dupatta,White,Party and Wedding,"S, M, L, XL, XXL",Polka Dot,Three-Quarter Sleeves,Split Neck,Cotton,Straight Fit,"White kurta, black pants, polka dot dupatta.",2370,Images/P1176.jpg
P1177,Women,Topwear,Peplum Top,Navy Blue,Casual,"S, M, L, XL, XXL",Floral,Bell Sleeves,Round Neck,Rayon,Peplum,Navy blue floral peplum top.,2420,Images/P1177.jpg
P1178,Women,Topwear,Crop Top,Mint Green,Casual,"XS, S, M, L, XL/XXXL",Solid,Sleeveless,V-Neck,Cotton Blend,Wrap,Mint green sleeveless crop top.,5340,Images/P1178.jpg
P1179,Women,Ethnic Wear,Kurta Set,Red,Party and Wedding,"S, M, L, XL, XXL",Embroidered,Three-Quarter Sleeves,Round Neck,Cotton,A-Line,Red kurta with white embroidery.,1410,Images/P1179.jpg
P1180,Women,Bottomwear,Skirt,Black,Casual,"XS, S, M, L, XL/XXXXL",Solid,NA,NA,Cotton,A-Line,Black A-line midi skirt.,1770,Images/P1180.jpg
P1181,Women,Outerwear,Jacket,Maroon,Casual,"S, M, L, XL, XXL",Solid,Full Sleeves,Notched Lapel,Faux Leather,Biker,Maroon faux leather biker jacket.,1620,Images/P1181.jpg
P1182,Women,Western Wear,Cardigan,Pink,Casual,"S, M, L, XL",Solid,Full Sleeve,V-Neck,Acrylic Blend,Open Front Ribbed Knit,Pink ribbed knit cardigan.,880,Images/P1182.jpg
P1184,Women,Western Wear,Jeans,Blue,Casual,"S, M, L, XL/XXL",Printed,N/A,N/A,Cotton Denim,Wide Leg,Light blue wide-leg jeans.,3100,Images/P1184.jpg
P1186,Women,Western Wear,T-Shirt,Black,Casual,"XS, S, M, L, XL",Graphic Print,Cap Sleeve,Round Neck,Cotton,Cropped,Black cropped t-shirt with graphic.,910,Images/P1186.jpg
P1187,Women,Ethnic,Kurta Set,Olive Green,Party and Wedding,"S, M, L, XL, XXL",Floral,Three-Quarter,Round,Cotton,Anarkali,Olive green Anarkali kurta set.,5170,Images/P1187.jpg
P1188,Women,Ethnic,Kurta,Grey,Party and Wedding,"XS, S, M, L, XL",Embroidered,Three-Quarter,Round,Chiffon,Straight,Grey chikankari kurta.,1720,Images/P1188.jpg
P1189,Women,Western,Skirt,Bronze,Party,"XS, S, M, L/XXL",Solid,N/A,N/A,Satin,Midi,Bronze metallic satin midi skirt.,1430,Images/P1189.jpg
P1190,Women,Ethnic,Kurta Set,Grey,Party and Wedding,"S, M, L, XL/XXXL",Embroidered,Three-Quarter,Round,Silk,Straight,Grey silk kurta set.,2020,Images/P1190.jpg
P1191,Women,Western,Skirt,Green,Casual,"XS, S, M, L",Houndstooth,N/A,N/A,Tweed,Mini,Green houndstooth mini skirt.,2510,Images/P1191.jpg
P1192,Women,Outerwear,Jacket,Pink,Casual,"XS, S, M, L, XL, XXL",Solid,Full Sleeves,Stand Collar,Nylon,Puffer Jacket,Pink quilted puffer jacket.,2950,Images/P1192.jpg
P1193,Women,Western Wear,Top,Black,Casual,"M, L, XL, XXL, 3XL, 4XL",Floral Embroidered,Three-Quarter Sleeves,Ruffle Neck,Cotton Blend,A-Line Tunic,Black A-line tunic with floral embroidery.,4830,Images/P1193.jpg
P1194,Women,Western Wear,Palazzo Pants,Olive Green,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Viscose,Wide-Leg Cropped,Olive green cropped palazzo pants.,3880,Images/P1194.jpg
P1195,Women,Western Wear,Jeans,White,Casual,"XS, S, M, L, XL, XXL",Solid,N/A,N/A,Cotton Denim,Tapered Fit,White tapered-fit jeans.,890,Images/P1195.jpg
P1196,Women,Western Wear,Blazer,Beige,Formal,"XS, S, M, L, XL",Checkered,Full Sleeves,Notch Lapel,Polyester Blend,Slim Fit,Beige checkered blazer.,1350,Images/P1196.jpg
P1197,Women,Bottomwear,Trousers,Beige,Casual,"S, M, L, XL",Solid,N/A,N/A,Cotton Blend,Drawstring Tapered,Beige drawstring tapered trousers.,3290,Images/P1197.jpg
P1198,Women,Ethnic Wear,Lehenga Choli,Green,Party and Wedding,"S, M, L, XL/XXXXL",Floral Print,Short Sleeves,Sweetheart,Georgette,Floral Print Lehenga,Green floral lehenga choli set.,1270,Images/P1198.jpg
P1199,Women,Bottomwear,Palazzos,Pink,Casual,"S, M, L, XL/XXL",Solid,N/A,N/A,Cotton,Wide-Leg Palazzos,Pink cotton wide-leg palazzos.,5670,Images/P1199.jpg
P1202,Women,Western Wear,T-shirt,Yellow,Casual,"S, M, L, XL",Solid,Short Sleeve,V-Neck,Cotton Blend,Casual,Yellow solid V-neck short sleeve t-shirt for women.,6140,Images/P1202.jpg
P1203,Women,Ethnic Wear,Lehenga Choli,Grey,Party and Wedding,"S, M, L, XL",Sequined,Three-Quarter Sleeve,Round Neck,Net and Silk,Traditional,Grey sequined lehenga choli with silver and gold accents for women.,1570,Images/P1203.jpg
P1204,Women,Ethnic,Saree,White,Party and Wedding,Free Size/XXXL,Bandhani,N/A,N/A,Art Silk,Traditional,White saree with orange bandhani print pallu and ruffled border with mirror work detailing,1590,Images/P1204.jpg
P1205,Women,Ethnic,Kurti,Maroon,Party,"S, M, L, XL/XXXXL",Printed,Three-Quarter Sleeve,Mandarin Collar,Cotton,Open Front Jacket Style,Maroon printed jacket-style kurti with front slit and geometric border pattern at hem,1650,Images/P1205.jpg
P1206,Women,Ethnic Wear,Kurta Set,Blue,Party and Wedding,"S, M, L, XL/XXL",Printed,Three-Quarter Sleeve,Round Neck,Cotton Blend,Traditional,Blue anarkali kurta set with churidar and matching printed dupatta featuring gold border accents.,2290,Images/P1206.jpg
P1207,Women,Ethnic Wear,Kurta Set,Yellow,Party and Wedding,"S, M, L, XL",Solid,Three-Quarter Sleeve,Square Neck,Cotton,Traditional,Yellow cotton kurta set with three-quarter sleeves featuring gold embroidered neckline and matching white dupatta.,3150,Images/P1207.jpg
P1209,Women,Ethnic,Kurta Set,Coral,Party and Wedding,"S, M, L, XL/XXXL",Printed,Three-Quarter,V-Neck,Cotton,Ethnic,Coral orange printed cotton kurta set with palazzo pants and matching dupatta,5670,Images/P1209.jpg
P1210,Women,Western Wear,Jacket,Black,Casual,"S, M, L, XL",Quilted,Full Sleeve,Stand Collar,Polyester,Puffer,Black quilted puffer jacket with full front zip and stand collar,3200,Images/P1210.jpg
P1211,Women,Western Wear,Jeans,Blue,Casual,"26, 28, 30, 32, 34/XXXL",Color Block,N/A,N/A,Denim,Wide Leg,Light blue and grey color block wide-leg jeans with contrast denim panels,1730,Images/P1211.jpg
P1212,Women,Western Wear,Jacket,Red,Casual,"S, M, L, XL",Solid,Full Sleeve,High Neck,Fleece,Casual,Red full-zip fleece jacket with yellow trim accents for women.,1140,Images/P1212.jpg
P1213,Women,Ethnic Wear,Kurta,Pink,Party and Wedding,"S, M, L, XL",Striped,Three-Quarter Sleeve,Mandarin Collar,Cotton,Ethnic,Pink and white striped kurta with mandarin collar for women.,1850,Images/P1213.jpg
P1214,Women,Bottomwear,Jeans,Blue,Casual,"26, 28, 30, 32, 34",Solid,N/A,N/A,Cotton Denim,Slim Fit,Blue skinny fit jeans with high waist and classic five-pocket styling,530,Images/P1214.jpg
P1215,Women,Bottomwear,Skirt,Teal,Formal,"XS, S, M, L",Solid,N/A,N/A,Polyester,Pleated,Teal green pleated midi skirt with elasticated waistband and flowing silhouette,1040,Images/P1215.jpg
P1216,Women,Western Wear,Tunic Top,White and Black,Casual,"XS, S, M, L, XL/XXXXL",Striped,Short Sleeve,Mandarin Collar,Polyester,Contemporary,"White and black striped tunic top with teal accents, featuring flutter sleeves and button-down front.",6180,Images/P1216.jpg
P1217,Women,Western Wear,Sweater,Off-White,Casual,"XS, S, M, L, XL",Solid Ribbed,Full Sleeve,Mock Turtleneck,Knit,Contemporary,Off-white ribbed knit sweater with mock turtleneck and long sleeves.,7390,Images/P1217.jpg
P1218,Women,Topwear,Sweatshirt,Red,Casual,"S, M, L, XL",Solid,Full,Quarter Zip,Cotton,Casual,Red half-zip sweatshirt with front pocket and ribbed cuffs,1550,Images/P1218.jpg
P1219,Women,Ethnic,Kurta,Maroon,Party and Wedding,"S, M, L, XL, XXL",Printed,Three-Quarter,Round Neck,Cotton,Ethnic,Maroon printed cotton kurta with white embroidery detail on neckline,5440,Images/P1219.jpg
P1220,Women,Western Wear,Sweater,Red,Casual,"S, M, L, XL/XXXXL",Marled,Full Sleeve,V-Neck,Cotton Blend,Knitted,Red marled knit V-neck long sleeve sweater with textured finish,6780,Images/P1220.jpg
P1221,Women,Ethnic Wear,Lehenga Choli,Green,Party and Wedding,"S, M, L, XL/XXXL",Embroidered,Short Sleeve,Round Neck,Silk,Traditional,Sage green silk lehenga choli with tone-on-tone floral embroidery and gold border net dupatta,1270,Images/P1221.jpg
P1224,Women,Bottomwear,Jeans,Light Blue,Casual,"26, 28, 30, 32",Solid,N/A,N/A,Cotton Denim,Wide Leg,Light blue wide-leg jeans with frayed hem and high-rise waist,3080,Images/P1224.jpg
P1225,Women,Western Wear,Vest,Brown,Casual,"S, M, L, XL/XXXXL",Solid,Sleeveless,V-Neck,Faux Suede,Bohemian,Brown faux suede sleeveless vest with layered fringe detailing.,1640,Images/P1225.jpg
P1226,Women,Ethnic Wear,Lehenga Choli,Black and Red,Party and Wedding,"S, M, L, XL/XXXL",Floral Printed,Sleeveless,V-Neck,Art Silk,Traditional,Black art silk lehenga choli set with red floral printed dupatta and sleeveless blouse.,1670,Images/P1226.jpg
P1227,Women,Bottomwear,Culottes,Light Grey,Casual,"XS, S, M, L, XL",Solid,N/A,N/A,Polyester Blend,Wide Leg,Light grey wide-leg cropped culottes with a clean front and elasticated back waistband.,880,Images/P1227.jpg
P1228,Women,Bottomwear,Shorts,Grey,Casual,"XS, S, M, L",Printed,N/A,N/A,Cotton,Casual,Grey shorts with white anchor print and bow belt detail,1020,Images/P1228.jpg
P1229,Women,Ethnic Wear,Kurta Set with Dupatta,White,Party and Wedding,"S, M, L, XL, XXL",Solid,Three-Quarter Sleeve,Mandarin Collar,Cotton,Traditional,White straight-cut cotton kurta with mandarin collar and gold button placket.,2970,Images/P1229.jpg
P1230,Women,Western Wear,Skirt,Black,Formal,"XS, S, M, L, XL/XXL",Solid,N/A,N/A,Cotton Blend,Pencil,Black solid pencil knee-length skirt with fitted silhouette,850,Images/P1230.jpg
P1231,Women,Topwear,Hoodie,White,Casual,"S, M, L, XL/XXXXL",Solid,Long Sleeve,Hooded,Cotton Blend,Casual,"White full-zip hoodie with drawstrings, front pockets, and hood.",1070,Images/P1231.jpg
P1232,Women,Western Wear,Shorts,Black,Casual,"S, M, L, XL",Solid,N/A,N/A,Cotton Blend,Sporty,Black solid athletic shorts with white piping for women.,1390,Images/P1232.jpg
P1233,Women,Western Wear,Co-ord Set,Light Blue,Casual,"XS, S, M, L, XL",Solid,Sleeveless,Spaghetti Strap,Ribbed Cotton Blend,Athleisure,Light blue ribbed knit co-ord set with spaghetti strap crop top and wide-leg pants.,3210,Images/P1233.jpg
P1234,Women,Bottomwear,Skirt,Red,Casual,"S, M, L, XL/XXXL",Floral Print,N/A,N/A,Cotton,Flared,Red flared maxi skirt with gold foil print and elasticated waistband,4340,Images/P1234.jpg
P1235,Women,Western Wear,T-shirt,Black,Casual,"XS, S, M, L, XL",Solid,Short Sleeve,Round Neck,Ribbed Cotton,Casual,Black ribbed knit t-shirt with red contrast stitching on sleeves and hem.,1280,Images/P1235.jpg
P1236,Women,Ethnic Wear,Lehenga Choli,Peach,Party and Wedding,"S, M, L, XL",Embroidered,Sleeveless,Round Neck,Net and Silk,Traditional,"Peach embroidered lehenga choli with floral threadwork, net dupatta, and matching skirt.",3650,Images/P1236.jpg
P1237,Women,Topwear,Top,White,Casual,"XS, S, M, L, XL",Floral Lace,Short Sleeve,Round Neck,Lace,Feminine,White floral lace top with short sleeves and a round neckline.,780,Images/P1237.jpg
P1239,Women,Bottomwear,Pencil Skirt,Black,Formal,"XS, S, M, L, XL/XXXXL",Solid,N/A,N/A,Polyester Blend,Bodycon,"Black fitted pencil skirt with a high waist, silver O-ring buckle detail, and front thigh-high slit.",1520,Images/P1239.jpg
P1240,Women,Ethnic Wear,Lehenga Choli,Blue,Party and Wedding,"S, M, L, XL",Embroidered,Short Sleeve,Round Neck,Silk,Traditional,Royal blue silk lehenga choli with gold zari embroidery and yellow net dupatta,3750,Images/P1240.jpg
